,netapp_ontap.system_node,storage.name,LOB,model,Installed_Version,node_version,cluster_name,node_version_install_time_without_timezone,current_date,days_passed_last_ontap_upgrade,Target Golden Image,Target Golden Image-1,Target Golden Image-2,OS_Compliance,OS_Compliance-1
750,stnpa1-02-cp003,stnpca1-cp003,CCloud,FAS2552,9.8.0P16,NetApp Release 9.8P16: Fri Dec 02 02:05:05 UTC 2022,stnpca1-cp003,2023-02-23 15:24:00,2023-04-17 16:26:00,53.0,9.10.1P8,9.8.0P12,9.8.0P16,False,True
751,stnpa1-02-cp004,stnpca1-cp004,CCloud,FAS2552,9.8.0P16,NetApp Release 9.8P16: Fri Dec 02 02:05:05 UTC 2022,stnpca1-cp004,2023-02-24 04:20:00,2023-04-17 16:26:00,52.0,9.10.1P8,9.8.0P12,9.8.0P16,False,True
752,stnpa1-02-cp005,stnpca1-cp005,CCloud,FAS2552,9.8.0P16,NetApp Release 9.8P16: Fri Dec 02 02:05:05 UTC 2022,stnpca1-cp005,2023-02-25 16:16:00,2023-04-17 16:26:00,51.0,9.10.1P8,9.8.0P12,9.8.0P16,False,True
753,stnpa1-02-cp006,stnpca1-cp006,CCloud,FAS2552,9.8.0P16,NetApp Release 9.8P16: Fri Dec 02 02:05:05 UTC 2022,stnpca1-cp006,2023-02-20 15:18:00,2023-04-17 16:26:00,56.0,9.10.1P8,9.8.0P12,9.8.0P16,False,True
754,stnpa1-02-cp007,stnpca1-cp007,CCloud,FAS2552,9.8.0P16,NetApp Release 9.8P16: Fri Dec 02 02:05:05 UTC 2022,stnpca1-cp007,2023-02-18 04:10:00,2023-04-17 16:26:00,58.0,9.10.1P8,9.8.0P12,9.8.0P16,False,True
755,stnpa1-02-cp008,stnpca1-cp008,CCloud,FAS2552,9.8.0P16,NetApp Release 9.8P16: Fri Dec 02 02:05:05 UTC 2022,stnpca1-cp008,2023-02-21 15:49:00,2023-04-17 16:26:00,55.0,9.10.1P8,9.8.0P12,9.8.0P16,False,True
756,stnpa1-02-cp010,stnpca1-cp010,CCloud,FAS2552,9.8.0P16,NetApp Release 9.8P16: Fri Dec 02 02:05:05 UTC 2022,stnpca1-cp010,2023-03-01 22:52:00,2023-04-17 16:26:00,46.0,9.10.1P8,9.8.0P12,9.8.0P16,False,True
757,stnpa1-02-cp011,stnpca1-cp011,CCloud,FAS2552,9.8.0P16,NetApp Release 9.8P16: Fri Dec 02 02:05:05 UTC 2022,stnpca1-cp011,2023-03-07 05:11:00,2023-04-17 16:26:00,41.0,9.10.1P8,9.8.0P12,9.8.0P16,False,True
758,stnpa1-02-cp012,stnpca1-cp012,CCloud,FAS2552,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-cp012,2022-08-08 19:13:00,2023-04-17 16:26:00,251.0,9.10.1P8,9.8.0P12,9.8.0P16,False,True
759,stnpa1-02-cp013,stnpca1-cp013,CCloud,FAS2552,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-cp013,2022-08-09 19:11:00,2023-04-17 16:26:00,250.0,9.10.1P8,9.8.0P12,9.8.0P16,False,True
760,stnpa1-02-cp014,stnpca1-cp014,CCloud,AFF-A200,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-cp014,2023-02-20 22:23:00,2023-04-17 16:26:00,55.0,9.10.1P8,9.10.1P5,,True,True
761,stnpa1-02-cp019,stnpca1-cp019,CCloud,AFF-A200,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-cp019,2023-02-19 04:14:00,2023-04-17 16:26:00,57.0,9.10.1P8,9.10.1P5,,True,True
762,stnpa1-02-cp090,stnpca1-cp090,CCloud,FAS2552,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-cp090,2022-06-02 09:18:00,2023-04-17 16:26:00,319.0,9.10.1P8,9.8.0P12,9.8.0P16,False,True
763,stnpa1-02-md003,stnpca1-md003,CCloud,AFF-A300,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-md003,2022-08-13 23:23:00,2023-04-17 16:26:00,246.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
764,stnpa1-02-md004,stnpca1-md004,CCloud,AFF-A300,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-md004,2022-12-28 16:09:00,2023-04-17 16:26:00,110.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
765,stnpa1-02-md005,stnpca1-md005,CCloud,AFF-A300,9.12.1P1,NetApp Release 9.12.1P1: Wed Feb 22 18:22:20 UTC 2023,stnpca1-md005,2023-04-06 14:53:00,2023-04-17 16:26:00,11.0,9.10.1P8,9.10.1P5,9.8.0P12,False,False
766,stnpa1-02-md006,stnpca1-md006,CCloud,AFF-A300,9.10.1P4,NetApp Release 9.10.1P4: Mon May 09 22:11:44 UTC 2022,stnpca1-md006,2022-07-09 16:37:00,2023-04-17 16:26:00,281.0,9.10.1P8,9.10.1P5,9.8.0P12,False,False
767,stnpa1-02-md007,stnpca1-md007,CCloud,AFF-A300,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-md007,2023-02-15 23:38:00,2023-04-17 16:26:00,60.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
768,stnpa1-02-md008,stnpca1-md008,CCloud,AFF-A300,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-md008,2022-12-03 22:16:00,2023-04-17 16:26:00,134.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
769,stnpa1-02-md009,stnpca1-md009,CCloud,AFF-A300,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-md009,2023-02-05 16:23:00,2023-04-17 16:26:00,71.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
770,stnpa1-02-md010,stnpca1-md010,CCloud,AFF-A300,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-md010,2023-02-16 15:26:00,2023-04-17 16:26:00,60.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
771,stnpa1-02-md012,stnpca1-md012,CCloud,AFF-A300,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-md012,2023-02-09 04:40:00,2023-04-17 16:26:00,67.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
772,stnpa1-02-md013,stnpca1-md013,CCloud,AFF-A300,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-md013,2022-12-04 04:07:00,2023-04-17 16:26:00,134.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
773,stnpa1-02-md014,stnpca1-md014,CCloud,AFF-A300,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-md014,2023-02-19 16:00:00,2023-04-17 16:26:00,57.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
774,stnpa1-02-md016,stnpca1-md016,CCloud,AFF-A300,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-md016,2023-02-13 04:41:00,2023-04-17 16:26:00,63.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
775,stnpa1-02-md020,stnpca1-md020,CCloud,AFF-A300,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-md020,2023-02-14 04:14:00,2023-04-17 16:26:00,62.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
776,stnpa1-02-md023,stnpca1-md023,CCloud,AFF-A300,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-md023,2022-10-07 19:31:00,2023-04-17 16:26:00,191.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
777,stnpa1-02-md024,stnpca1-md024,CCloud,AFF-A300,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-md024,2022-10-09 04:05:00,2023-04-17 16:26:00,190.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
778,stnpa1-02-md025,stnpca1-md025,CCloud,AFF-A300,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-md025,2022-12-04 04:08:00,2023-04-17 16:26:00,134.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
779,stnpa1-02-md026,stnpca1-md026,CCloud,AFF-A300,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-md026,2022-12-03 22:08:00,2023-04-17 16:26:00,134.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
780,stnpa1-02-md027,stnpca1-md027,CCloud,AFF-A300,9.10.1P4,NetApp Release 9.10.1P4: Mon May 09 22:11:44 UTC 2022,stnpca1-md027,2022-07-23 23:32:00,2023-04-17 16:26:00,267.0,9.10.1P8,9.10.1P5,9.8.0P12,False,False
781,stnpa1-02-md028,stnpca1-md028,CCloud,AFF-A300,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-md028,2023-02-11 22:23:00,2023-04-17 16:26:00,64.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
782,stnpa1-02-md029,stnpca1-md029,CCloud,AFF-A300,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-md029,2022-11-06 04:08:00,2023-04-17 16:26:00,162.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
783,stnpa1-02-st003,stnpca1-st003,CCloud,AFF-A700s,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st003,2022-09-25 22:06:00,2023-04-17 16:26:00,203.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
784,stnpa1-02-st006,stnpca1-st006,CCloud,AFF-A800,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st006,2022-10-08 15:29:00,2023-04-17 16:26:00,191.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
785,stnpa1-02-st007,stnpca1-st007,CCloud,AFF-A300,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st007,2022-09-12 22:10:00,2023-04-17 16:26:00,216.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
786,stnpa1-02-st009,stnpca1-st009,CCloud,AFF-A800,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st009,2023-01-18 02:33:00,2023-04-17 16:26:00,89.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
787,stnpa1-02-st011,stnpca1-st011,CCloud,AFF-A700s,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st011,2023-01-07 15:19:00,2023-04-17 16:26:00,100.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
788,stnpa1-02-st015,stnpca1-st015,CCloud,AFF-A700s,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st015,2022-08-11 04:33:00,2023-04-17 16:26:00,249.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
789,stnpa1-02-st016,stnpca1-st016,CCloud,AFF-A800,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st016,2023-02-10 04:22:00,2023-04-17 16:26:00,66.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
790,stnpa1-02-st020,stnpca1-st020,CCloud,AFF-A800,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st020,2023-03-02 04:13:00,2023-04-17 16:26:00,46.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
791,stnpa1-02-st021,stnpca1-st021,CCloud,AFF-A800,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st021,2023-02-17 04:13:00,2023-04-17 16:26:00,59.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
792,stnpa1-02-st023,stnpca1-st023,CCloud,AFF-A800,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st023,2022-12-01 19:05:00,2023-04-17 16:26:00,136.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
793,stnpa1-02-st024,stnpca1-st024,CCloud,AFF-A700s,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st024,2022-08-22 04:09:00,2023-04-17 16:26:00,238.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
794,stnpa1-02-st025,stnpca1-st025,CCloud,AFF-A700s,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st025,2022-08-13 04:07:00,2023-04-17 16:26:00,247.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
795,stnpa1-02-st026,stnpca1-st026,CCloud,AFF-A300,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st026,2022-09-12 22:23:00,2023-04-17 16:26:00,216.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
796,stnpa1-02-st028,stnpca1-st028,CCloud,AFF-A700s,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st028,2022-09-25 22:18:00,2023-04-17 16:26:00,203.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
797,stnpa1-02-st029,stnpca1-st029,CCloud,AFF-A700s,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st029,2022-10-27 04:10:00,2023-04-17 16:26:00,172.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
798,stnpa1-02-st030,stnpca1-st030,CCloud,AFF-A300,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st030,2022-09-13 22:05:00,2023-04-17 16:26:00,215.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
799,stnpa1-02-st031,stnpca1-st031,CCloud,AFF8080,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-st031,2022-08-13 15:07:00,2023-04-17 16:26:00,247.0,9.8.0P16,9.8.0P12,,False,True
800,stnpa1-02-st032,stnpca1-st032,CCloud,AFF-A300,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st032,2022-09-13 22:07:00,2023-04-17 16:26:00,215.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
801,stnpa1-02-st033,stnpca1-st033,CCloud,AFF-A300,9.10.1P4,NetApp Release 9.10.1P4: Mon May 09 22:11:44 UTC 2022,stnpca1-st033,2022-06-24 19:04:00,2023-04-17 16:26:00,296.0,9.10.1P8,9.10.1P5,9.8.0P12,False,False
802,stnpa1-02-st034,stnpca1-st034,CCloud,AFF-A700s,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st034,2022-12-18 22:06:00,2023-04-17 16:26:00,119.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
803,stnpa1-02-st035,stnpca1-st035,CCloud,AFF-A800,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st035,2022-08-01 13:47:00,2023-04-17 16:26:00,259.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
804,stnpa1-02-st036,stnpca1-st036,CCloud,AFF-A800,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st036,2022-08-01 13:48:00,2023-04-17 16:26:00,259.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
805,stnpa1-02-st037,stnpca1-st037,CCloud,AFF-A800,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st037,2023-01-08 15:14:00,2023-04-17 16:26:00,99.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
806,stnpa1-02-st038,stnpca1-st038,CCloud,AFF-A800,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st038,2023-02-09 15:23:00,2023-04-17 16:26:00,67.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
807,stnpa1-02-st039,stnpca1-st039,CCloud,AFF-A800,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st039,2023-04-03 04:57:00,2023-04-17 16:26:00,14.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
808,stnpa1-02-st040,stnpca1-st040,CCloud,AFF-A800,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st040,2022-12-02 19:11:00,2023-04-17 16:26:00,135.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
809,stnpa1-02-st043,stnpca1-st043,CCloud,AFF-A700s,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st043,2022-12-04 04:16:00,2023-04-17 16:26:00,134.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
810,stnpa1-02-st044,stnpca1-st044,CCloud,AFF-A800,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st044,2022-10-08 23:37:00,2023-04-17 16:26:00,190.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
811,stnpa1-02-st045,stnpca1-st045,CCloud,AFF-A800,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st045,2022-12-08 04:06:00,2023-04-17 16:26:00,130.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
812,stnpa1-02-st046,stnpca1-st046,CCloud,AFF-A800,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st046,2023-02-27 22:22:00,2023-04-17 16:26:00,48.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
813,stnpa1-02-st047,stnpca1-st047,CCloud,AFF-A800,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st047,2022-08-27 22:09:00,2023-04-17 16:26:00,232.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
814,stnpa1-02-st048,stnpca1-st048,CCloud,AFF-A800,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st048,2022-12-02 22:08:00,2023-04-17 16:26:00,135.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
815,stnpa1-02-st049,stnpca1-st049,CCloud,AFF-A800,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st049,2023-04-06 22:42:00,2023-04-17 16:26:00,10.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
816,stnpa1-02-st050,stnpca1-st050,CCloud,AFF-A800,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st050,2022-12-08 22:05:00,2023-04-17 16:26:00,129.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
817,stnpa1-02-st051,stnpca1-st051,CCloud,FAS500f,9.12.1P1,NetApp Release 9.12.1P1: Wed Feb 22 18:22:20 UTC 2023,stnpca1-st051,2023-03-23 13:10:00,2023-04-17 16:26:00,25.0,9.10.1P8,9.10.1P5,9.8.0P12,False,False
818,stnpa1-02-st052,stnpca1-st052,CCloud,AFF-A800,9.10.1P4,NetApp Release 9.10.1P4: Mon May 09 22:11:44 UTC 2022,stnpca1-st052,2022-07-24 06:11:00,2023-04-17 16:26:00,267.0,9.10.1P8,9.10.1P5,9.8.0P12,False,False
819,stnpa1-02-st053,stnpca1-st053,CCloud,AFF-A800,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st053,2023-03-01 22:55:00,2023-04-17 16:26:00,46.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
820,stnpa1-02-st054,stnpca1-st054,CCloud,AFF-A800,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st054,2023-02-23 00:05:00,2023-04-17 16:26:00,53.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
821,stnpa1-02-st055,stnpca1-st055,CCloud,AFF-A800,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st055,2023-01-14 22:27:00,2023-04-17 16:26:00,92.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
822,stnpa1-02-st056,stnpca1-st056,CCloud,AFF-A800,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st056,2022-12-07 22:09:00,2023-04-17 16:26:00,130.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
823,stnpa1-02-st057,stnpca1-st057,CCloud,AFF-A800,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st057,2023-02-17 22:43:00,2023-04-17 16:26:00,58.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
824,stnpa1-02-st058,stnpca1-st058,CCloud,AFF-A800,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st058,2022-12-13 22:07:00,2023-04-17 16:26:00,124.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
825,stnpa1-02-st059,stnpca1-st059,CCloud,AFF-A800,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st059,2023-02-10 23:02:00,2023-04-17 16:26:00,65.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
826,stnpa1-02-st060,stnpca1-st060,CCloud,AFF-A800,9.10.1P4,NetApp Release 9.10.1P4: Mon May 09 22:11:44 UTC 2022,stnpca1-st060,2022-06-25 22:05:00,2023-04-17 16:26:00,295.0,9.10.1P8,9.10.1P5,9.8.0P12,False,False
827,stnpa1-02-st064,stnpca1-st064,CCloud,AFF-A800,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st064,2023-02-24 22:17:00,2023-04-17 16:26:00,51.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
828,stnpa1-02-st065,stnpca1-st065,CCloud,AFF-A800,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st065,2023-02-16 23:03:00,2023-04-17 16:26:00,59.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
829,stnpa1-02-st066,stnpca1-st066,CCloud,AFF-A800,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st066,2023-04-04 15:13:00,2023-04-17 16:26:00,13.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
830,stnpa1-02-st067,stnpca1-st067,CCloud,AFF-A800,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st067,2023-04-05 15:46:00,2023-04-17 16:26:00,12.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
831,stnpa1-02-st068,stnpca1-st068,CCloud,AFF-A800,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st068,2022-12-05 04:02:00,2023-04-17 16:26:00,133.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
832,stnpa1-02-st069,stnpca1-st069,CCloud,AFF-A800,9.10.1P4,NetApp Release 9.10.1P4: Mon May 09 22:11:44 UTC 2022,stnpca1-st069,2022-07-24 04:11:00,2023-04-17 16:26:00,267.0,9.10.1P8,9.10.1P5,9.8.0P12,False,False
833,stnpa1-02-st070,stnpca1-st070,CCloud,AFF-A800,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st070,2022-09-06 20:30:00,2023-04-17 16:26:00,222.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
834,stnpa1-02-st071,stnpca1-st071,CCloud,AFF-A800,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st071,2023-04-02 22:36:00,2023-04-17 16:26:00,14.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
835,stnpa1-02-st075,stnpca1-st075,CCloud,AFF-A800,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st075,2023-02-15 16:00:00,2023-04-17 16:26:00,61.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
836,stnpa1-02-st076,stnpca1-st076,CCloud,AFF-A800,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st076,2022-11-18 11:00:00,2023-04-17 16:26:00,150.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
837,stnpa1-02-st077,stnpca1-st077,CCloud,AFF-A800,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st077,2022-12-13 22:05:00,2023-04-17 16:26:00,124.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
838,stnpa1-02-st079,stnpca1-st079,CCloud,AFF-A800,9.10.1P4,NetApp Release 9.10.1P4: Mon May 09 22:11:44 UTC 2022,stnpca1-st079,2022-07-23 22:11:00,2023-04-17 16:26:00,267.0,9.10.1P8,9.10.1P5,9.8.0P12,False,False
839,stnpa1-02-st080,stnpca1-st080,CCloud,AFF-A800,9.10.1P4,NetApp Release 9.10.1P4: Mon May 09 22:11:44 UTC 2022,stnpca1-st080,2022-07-23 22:04:00,2023-04-17 16:26:00,267.0,9.10.1P8,9.10.1P5,9.8.0P12,False,False
840,stnpa1-02-st081,stnpca1-st081,CCloud,AFF-A800,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st081,2022-11-10 12:21:00,2023-04-17 16:26:00,158.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
841,stnpa1-02-st082,stnpca1-st082,CCloud,AFF-A800,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st082,2023-04-10 04:43:00,2023-04-17 16:26:00,7.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
842,stnpa1-02-st083,stnpca1-st083,CCloud,AFF-A800,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st083,2023-02-28 10:31:00,2023-04-17 16:26:00,48.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
843,stnpa1-02-st084,stnpca1-st084,CCloud,AFF-A800,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st084,2023-02-06 14:13:00,2023-04-17 16:26:00,70.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
844,stnpa1-03-md007,stnpca1-md007,CCloud,AFF-A300,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-md007,2023-02-15 23:38:00,2023-04-17 16:26:00,60.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
